,train,val,test
597,C3L-00606-22,,
598,C3L-00917-21,,
599,C3L-00917-21,,
600,C3L-00606-22,,
601,C3L-00917-21,,
602,C3L-00360-26,,
603,C3L-00607-22,,
604,C3L-00607-22,,
605,C3L-00369-22,,
606,C3L-00917-21,,
607,C3L-00607-22,,
608,C3L-00581-22,,
609,C3L-00607-22,,
610,C3L-00581-22,,
611,C3L-00791-21,,
612,C3L-00791-21,,
613,C3L-00791-21,,
614,C3L-00791-21,,
615,C3L-00791-21,,
616,C3L-00791-21,,
617,C3L-00796-21,,
618,C3L-01287-23,,
619,C3L-00796-21,,
620,C3L-01287-23,,
621,C3L-01287-23,,
622,C3L-00796-21,,
623,C3L-00800-22,,
624,C3L-01283-21,,
625,C3L-01287-23,,
626,C3L-00026-21,,
627,C3L-01287-23,,
628,C3L-01287-23,,
629,C3L-01287-23,,
630,C3L-00796-21,,
631,C3L-00796-21,,
632,C3L-00011-26,,
633,C3L-00010-26,,
634,C3L-00010-26,,
635,C3L-00011-26,,
636,C3L-01287-23,,
637,C3L-00800-22,,
638,C3L-00796-21,,
639,C3L-00796-21,,
640,C3L-00814-21,,
641,C3L-00814-21,,
642,C3L-00183-26,,
643,C3L-00814-21,,
644,C3L-00814-21,,
645,C3L-01603-23,,
646,C3L-00814-21,,
647,C3L-00088-22,,
648,C3L-01603-23,,
649,C3L-01861-26,,
650,C3L-01861-26,,
651,C3L-01286-21,,
652,C3L-01836-26,,
653,C3L-01836-26,,
654,C3L-00416-21,,
655,C3L-00902-26,,
656,C3L-00583-22,,
657,C3L-00902-26,,
658,C3L-00902-26,,
659,C3L-00907-23,,
660,C3L-00908-26,,
661,C3L-00561-26,,
662,C3L-00907-23,,
663,C3L-00416-21,,
664,C3L-00908-26,,
665,C3L-00908-26,,
666,C3L-00908-26,,
667,C3L-00910-26,,
668,C3L-00910-26,,
669,C3L-01288-23,,
670,C3L-00910-26,,
671,C3L-00910-26,,
672,C3L-00910-26,,
673,C3L-01288-23,,
674,C3L-00917-21,,
675,C3L-00607-22,,
676,C3L-00607-22,,
677,C3L-00360-26,,
678,C3L-00581-22,,
679,C3L-01288-23,,
680,C3L-01283-21,,
681,C3N-00177-21,,
682,C3L-01286-21,,
683,C3L-01286-21,,
684,C3L-01286-21,,
685,C3L-00447-22,,
686,C3L-01286-21,,
687,C3L-01313-23,,
688,C3L-01313-23,,
689,C3L-01287-23,,
690,C3L-01287-23,,
691,C3L-01287-23,,
692,C3L-01287-23,,
693,C3L-01283-21,,
694,C3L-01283-21,,
695,C3L-01288-23,,
696,C3N-00310-22,,
697,C3L-01287-23,,
698,C3N-00315-23,,
699,C3N-00315-23,,
700,C3N-00310-22,,
701,C3N-00310-22,,
702,C3L-01286-21,,
703,C3L-01313-23,,
704,C3L-01313-23,,
705,C3L-01313-23,,
706,C3L-00088-22,,
707,C3L-01313-23,,
708,C3L-01313-23,,
709,C3L-01313-23,,
710,C3L-01283-21,,
711,C3L-00814-21,,
712,C3L-00814-21,,
713,C3L-00448-26,,
714,C3L-00448-26,,
715,C3L-00607-22,,
716,C3L-00360-26,,
717,C3L-00917-21,,
718,C3L-00910-26,,
719,C3L-00359-21,,
720,C3L-00448-26,,
721,C3L-00607-22,,
722,C3L-00359-21,,
723,C3L-00448-26,,
724,C3N-00313-23,,
725,C3L-01603-23,,
726,C3L-01313-23,,
727,C3L-00814-21,,
728,C3N-00314-24,,
729,C3L-00814-21,,
730,C3L-01603-23,,
731,C3L-01313-23,,
732,C3L-01286-21,,
733,C3L-01607-21,,
734,C3L-01607-21,,
735,C3L-01607-21,,
736,C3L-01286-21,,
737,C3L-00447-22,,
738,C3L-01836-26,,
739,C3L-00416-21,,
740,C3L-01836-26,,
741,C3L-01836-26,,
742,C3L-01836-26,,
743,C3L-01861-26,,
744,C3L-01861-26,,
745,C3L-00079-26,,
746,C3L-01861-26,,
747,C3L-00011-26,,
748,C3L-00079-26,,
749,C3L-01861-26,,
750,C3N-00168-24,,
751,C3N-00177-21,,
752,C3L-01882-21,,
753,C3L-01882-21,,
754,C3N-00168-24,,
755,C3L-01286-21,,
756,C3L-01882-21,,
757,C3L-00183-26,,
758,C3N-00154-21,,
759,C3L-00088-22,,
760,C3L-00183-26,,
761,C3L-01885-23,,
762,C3L-01885-23,,
763,C3L-00183-26,,
764,C3N-00246-26,,
765,C3N-00149-27,,
766,C3L-01885-23,,
767,C3N-00149-27,,
768,C3L-00183-26,,
769,C3N-00246-26,,
770,C3L-00183-26,,
771,C3N-00150-22,,
772,C3N-00150-22,,
773,C3N-00150-22,,
774,C3N-00154-21,,
775,C3N-00154-21,,
776,C3N-00320-21,,
777,C3N-00154-21,,
778,C3N-00168-24,,
779,C3N-00320-21,,
780,C3N-00194-27,,
781,C3N-00168-24,,
782,C3N-00154-21,,
783,C3N-00177-21,,
784,C3N-00194-27,,
785,C3N-00194-27,,
786,C3L-01885-23,,
787,C3N-00194-27,,
788,C3L-01885-23,,
789,C3N-00177-21,,
790,C3N-00194-27,,
791,C3N-00150-22,,
792,C3N-00194-27,,
793,C3N-00177-21,,
794,C3N-00194-27,,
795,C3N-00194-27,,
796,C3N-00168-24,,
797,C3N-00168-24,,
798,C3N-00194-27,,
799,C3N-00168-24,,
800,C3N-00150-22,,
801,C3N-00314-24,,
802,C3N-00310-22,,
803,C3L-01286-21,,
804,C3N-00246-26,,
805,C3N-00246-26,,
806,C3N-00246-26,,
807,C3N-00246-26,,
808,C3N-00149-27,,
809,C3N-00305-21,,
810,C3N-00305-21,,
811,C3N-00305-21,,
812,C3L-00910-26,,
813,C3N-00314-24,,
814,C3N-00305-21,,
815,C3N-00310-22,,
816,C3N-00313-23,,
817,C3N-00313-23,,
818,C3N-00310-22,,
819,C3N-00320-21,,
820,C3N-00320-21,,
821,C3N-00313-23,,
822,C3N-00150-22,,
823,C3N-00150-22,,
824,C3N-00314-24,,
825,C3L-01603-23,,
826,C3L-01603-23,,
827,C3N-00314-24,,
828,C3N-00314-24,,
829,C3N-00313-23,,
830,C3N-00315-23,,
831,C3N-00315-23,,
832,C3N-00315-23,,
833,C3N-00310-22,,
834,C3N-00310-22,,
835,C3N-00154-21,,
836,C3N-00310-22,,
837,C3N-00320-21,,
838,C3N-00310-22,,
839,C3N-00154-21,,
840,C3N-00310-22,,
841,C3N-00380-25,,
842,C3N-00380-25,,
843,C3N-00380-25,,
844,C3N-00313-23,,
845,C3N-00313-23,,
846,C3N-00310-22,,
