,train,val,test
552,C3L-00561-26,,
553,C3L-00561-26,,
554,C3L-00581-22,,
555,C3L-00360-26,,
556,C3L-00581-22,,
557,C3L-00581-22,,
558,C3L-00581-22,,
559,C3L-00902-26,,
560,C3L-00606-22,,
561,C3L-00606-22,,
562,C3L-00917-21,,
563,C3L-00606-22,,
564,C3L-00917-21,,
565,C3L-00917-21,,
566,C3L-00606-22,,
567,C3L-00917-21,,
568,C3L-00360-26,,
569,C3L-00607-22,,
570,C3L-00607-22,,
571,C3L-00369-22,,
572,C3L-00917-21,,
573,C3L-00607-22,,
574,C3L-00581-22,,
575,C3L-00607-22,,
576,C3L-00581-22,,
577,C3L-00796-21,,
578,C3L-01287-23,,
579,C3L-00796-21,,
580,C3L-01287-23,,
581,C3L-01287-23,,
582,C3L-00796-21,,
583,C3L-00800-22,,
584,C3L-01287-23,,
585,C3L-01287-23,,
586,C3L-01287-23,,
587,C3L-00813-21,,
588,C3L-01287-23,,
589,C3L-00796-21,,
590,C3L-00796-21,,
591,C3L-00010-26,,
592,C3L-00010-26,,
593,C3L-01287-23,,
594,C3L-00800-22,,
595,C3L-00796-21,,
596,C3L-00796-21,,
597,C3L-00814-21,,
598,C3L-00814-21,,
599,C3L-00814-21,,
600,C3L-00814-21,,
601,C3L-01603-23,,
602,C3L-00814-21,,
603,C3L-00088-22,,
604,C3L-01603-23,,
605,C3L-01861-26,,
606,C3L-01861-26,,
607,C3L-01836-26,,
608,C3L-01836-26,,
609,C3L-00902-26,,
610,C3L-00902-26,,
611,C3L-00902-26,,
612,C3L-00907-23,,
613,C3L-00908-26,,
614,C3L-00561-26,,
615,C3L-00907-23,,
616,C3L-00908-26,,
617,C3L-00908-26,,
618,C3L-00908-26,,
619,C3L-00910-26,,
620,C3L-00910-26,,
621,C3L-01288-23,,
622,C3L-00910-26,,
623,C3L-00910-26,,
624,C3L-00910-26,,
625,C3L-01288-23,,
626,C3L-00917-21,,
627,C3L-00607-22,,
628,C3L-00607-22,,
629,C3L-00360-26,,
630,C3L-00581-22,,
631,C3L-01281-23,,
632,C3L-01281-23,,
633,C3L-01281-23,,
634,C3L-01281-23,,
635,C3L-01288-23,,
636,C3N-00177-21,,
637,C3L-00447-22,,
638,C3L-01313-23,,
639,C3L-01313-23,,
640,C3L-01287-23,,
641,C3L-01287-23,,
642,C3L-01287-23,,
643,C3L-01287-23,,
644,C3L-01288-23,,
645,C3N-00310-22,,
646,C3L-01287-23,,
647,C3N-00315-23,,
648,C3N-00315-23,,
649,C3N-00310-22,,
650,C3N-00310-22,,
651,C3L-01313-23,,
652,C3L-01313-23,,
653,C3L-01313-23,,
654,C3L-00088-22,,
655,C3L-01313-23,,
656,C3L-01313-23,,
657,C3L-01313-23,,
658,C3L-00814-21,,
659,C3L-00814-21,,
660,C3L-00448-26,,
661,C3L-00448-26,,
662,C3L-00607-22,,
663,C3L-00360-26,,
664,C3L-00917-21,,
665,C3L-00910-26,,
666,C3L-00359-21,,
667,C3L-00448-26,,
668,C3L-00607-22,,
669,C3L-00359-21,,
670,C3L-00448-26,,
671,C3N-00313-23,,
672,C3L-01603-23,,
673,C3L-01313-23,,
674,C3L-00814-21,,
675,C3N-00314-24,,
676,C3L-00814-21,,
677,C3L-01603-23,,
678,C3L-01313-23,,
679,C3L-01607-21,,
680,C3L-01607-21,,
681,C3L-01607-21,,
682,C3L-00447-22,,
683,C3L-01836-26,,
684,C3L-01836-26,,
685,C3L-01836-26,,
686,C3L-01836-26,,
687,C3L-01861-26,,
688,C3L-01861-26,,
689,C3L-00079-26,,
690,C3L-01861-26,,
691,C3L-00079-26,,
692,C3L-01861-26,,
693,C3N-00168-24,,
694,C3N-00177-21,,
695,C3L-01882-21,,
696,C3L-01882-21,,
697,C3N-00168-24,,
698,C3L-01882-21,,
699,C3L-00088-22,,
700,C3L-01885-23,,
701,C3L-01885-23,,
702,C3N-00149-27,,
703,C3L-01885-23,,
704,C3N-00149-27,,
705,C3N-00150-22,,
706,C3N-00150-22,,
707,C3N-00150-22,,
708,C3N-00320-21,,
709,C3N-00168-24,,
710,C3N-00320-21,,
711,C3N-00194-27,,
712,C3N-00168-24,,
713,C3N-00177-21,,
714,C3N-00194-27,,
715,C3N-00194-27,,
716,C3L-01885-23,,
717,C3N-00194-27,,
718,C3L-01885-23,,
719,C3N-00177-21,,
720,C3N-00194-27,,
721,C3N-00150-22,,
722,C3N-00194-27,,
723,C3N-00177-21,,
724,C3N-00194-27,,
725,C3N-00194-27,,
726,C3N-00168-24,,
727,C3N-00168-24,,
728,C3N-00194-27,,
729,C3N-00168-24,,
730,C3N-00244-26,,
731,C3N-00150-22,,
732,C3N-00314-24,,
733,C3N-00310-22,,
734,C3N-00149-27,,
735,C3L-00910-26,,
736,C3N-00314-24,,
737,C3N-00244-26,,
738,C3N-00310-22,,
739,C3N-00313-23,,
740,C3N-00313-23,,
741,C3N-00310-22,,
742,C3N-00320-21,,
743,C3N-00320-21,,
744,C3N-00313-23,,
745,C3N-00150-22,,
746,C3N-00150-22,,
747,C3N-00244-26,,
748,C3N-00244-26,,
749,C3N-00244-26,,
750,C3N-00244-26,,
751,C3N-00244-26,,
752,C3N-00314-24,,
753,C3L-01603-23,,
754,C3L-01603-23,,
755,C3N-00314-24,,
756,C3N-00314-24,,
757,C3N-00313-23,,
758,C3N-00244-26,,
759,C3N-00315-23,,
760,C3N-00315-23,,
761,C3N-00315-23,,
762,C3N-00310-22,,
763,C3N-00310-22,,
764,C3N-00310-22,,
765,C3N-00320-21,,
766,C3N-00310-22,,
767,C3N-00310-22,,
768,C3N-00380-25,,
769,C3N-00380-25,,
770,C3N-00244-26,,
771,C3N-00380-25,,
772,C3N-00313-23,,
773,C3N-00313-23,,
774,C3N-00310-22,,
