,train,val,test
568,C3L-00583-22,,
569,C3L-00583-22,,
570,C3L-00583-22,,
571,C3L-00583-22,,
572,C3L-00583-22,,
573,C3L-00902-26,,
574,C3L-00583-22,,
575,C3L-00606-22,,
576,C3L-00606-22,,
577,C3L-00606-22,,
578,C3L-00606-22,,
579,C3L-00360-26,,
580,C3L-00607-22,,
581,C3L-00607-22,,
582,C3L-00369-22,,
583,C3L-00607-22,,
584,C3L-00607-22,,
585,C3L-00796-21,,
586,C3L-00796-21,,
587,C3L-00796-21,,
588,C3L-00800-22,,
589,C3L-00026-21,,
590,C3L-00813-21,,
591,C3L-00796-21,,
592,C3L-00796-21,,
593,C3L-00011-26,,
594,C3L-00011-26,,
595,C3L-00800-22,,
596,C3L-00796-21,,
597,C3L-01302-26,,
598,C3L-00796-21,,
599,C3L-00814-21,,
600,C3L-00814-21,,
601,C3L-00183-26,,
602,C3L-00814-21,,
603,C3L-00814-21,,
604,C3L-01603-23,,
605,C3L-00814-21,,
606,C3L-00088-22,,
607,C3L-01603-23,,
608,C3L-01861-26,,
609,C3L-01861-26,,
610,C3L-01836-26,,
611,C3L-01836-26,,
612,C3L-00416-21,,
613,C3L-00902-26,,
614,C3L-00583-22,,
615,C3L-00902-26,,
616,C3L-00902-26,,
617,C3L-00907-23,,
618,C3L-00561-26,,
619,C3L-00907-23,,
620,C3L-00416-21,,
621,C3L-00910-26,,
622,C3L-00910-26,,
623,C3L-01288-23,,
624,C3L-00910-26,,
625,C3L-00910-26,,
626,C3L-00910-26,,
627,C3L-01288-23,,
628,C3L-00607-22,,
629,C3L-00607-22,,
630,C3L-00360-26,,
631,C3L-01281-23,,
632,C3L-01281-23,,
633,C3L-01281-23,,
634,C3L-01281-23,,
635,C3L-01288-23,,
636,C3N-00177-21,,
637,C3L-01313-23,,
638,C3L-01313-23,,
639,C3L-01288-23,,
640,C3N-00310-22,,
641,C3N-00315-23,,
642,C3N-00315-23,,
643,C3N-00310-22,,
644,C3L-01302-26,,
645,C3L-01302-26,,
646,C3N-00310-22,,
647,C3L-01313-23,,
648,C3L-01313-23,,
649,C3L-01313-23,,
650,C3L-00088-22,,
651,C3L-01313-23,,
652,C3L-01313-23,,
653,C3L-01313-23,,
654,C3L-00814-21,,
655,C3L-00814-21,,
656,C3L-00448-26,,
657,C3L-00448-26,,
658,C3L-00607-22,,
659,C3L-00360-26,,
660,C3L-00910-26,,
661,C3L-00359-21,,
662,C3L-00448-26,,
663,C3L-00607-22,,
664,C3L-00359-21,,
665,C3L-00448-26,,
666,C3N-00313-23,,
667,C3L-01603-23,,
668,C3L-01313-23,,
669,C3L-00814-21,,
670,C3L-00814-21,,
671,C3L-01603-23,,
672,C3L-01313-23,,
673,C3L-01607-21,,
674,C3L-01607-21,,
675,C3L-01607-21,,
676,C3L-01836-26,,
677,C3L-00416-21,,
678,C3L-01836-26,,
679,C3L-01836-26,,
680,C3L-01836-26,,
681,C3L-01861-26,,
682,C3L-01861-26,,
683,C3L-00079-26,,
684,C3L-01861-26,,
685,C3L-00011-26,,
686,C3L-00079-26,,
687,C3L-01861-26,,
688,C3N-00168-24,,
689,C3N-00177-21,,
690,C3L-01882-21,,
691,C3L-01882-21,,
692,C3N-00168-24,,
693,C3L-01882-21,,
694,C3N-00242-26,,
695,C3L-00183-26,,
696,C3N-00154-21,,
697,C3L-00088-22,,
698,C3L-00183-26,,
699,C3L-01885-23,,
700,C3L-01885-23,,
701,C3L-00183-26,,
702,C3N-00246-26,,
703,C3N-00149-27,,
704,C3L-01885-23,,
705,C3N-00149-27,,
706,C3L-00183-26,,
707,C3N-00246-26,,
708,C3L-00183-26,,
709,C3N-00242-26,,
710,C3N-00150-22,,
711,C3N-00242-26,,
712,C3N-00150-22,,
713,C3N-00150-22,,
714,C3N-00242-26,,
715,C3N-00154-21,,
716,C3N-00154-21,,
717,C3N-00154-21,,
718,C3N-00168-24,,
719,C3N-00194-27,,
720,C3N-00168-24,,
721,C3N-00154-21,,
722,C3N-00177-21,,
723,C3N-00242-26,,
724,C3N-00194-27,,
725,C3N-00194-27,,
726,C3L-01885-23,,
727,C3N-00194-27,,
728,C3L-01885-23,,
729,C3N-00177-21,,
730,C3N-00194-27,,
731,C3N-00150-22,,
732,C3N-00194-27,,
733,C3N-00177-21,,
734,C3N-00194-27,,
735,C3N-00242-26,,
736,C3N-00194-27,,
737,C3N-00242-26,,
738,C3N-00168-24,,
739,C3N-00168-24,,
740,C3N-00194-27,,
741,C3N-00242-26,,
742,C3N-00242-26,,
743,C3N-00168-24,,
744,C3N-00244-26,,
745,C3N-00242-26,,
746,C3N-00150-22,,
747,C3N-00310-22,,
748,C3N-00312-21,,
749,C3N-00246-26,,
750,C3N-00246-26,,
751,C3N-00246-26,,
752,C3N-00246-26,,
753,C3N-00312-21,,
754,C3N-00149-27,,
755,C3N-00305-21,,
756,C3N-00305-21,,
757,C3N-00305-21,,
758,C3L-00910-26,,
759,C3N-00305-21,,
760,C3N-00312-21,,
761,C3N-00244-26,,
762,C3N-00310-22,,
763,C3N-00313-23,,
764,C3N-00313-23,,
765,C3N-00310-22,,
766,C3N-00312-21,,
767,C3N-00313-23,,
768,C3N-00150-22,,
769,C3N-00312-21,,
770,C3N-00312-21,,
771,C3N-00312-21,,
772,C3N-00312-21,,
773,C3N-00150-22,,
774,C3N-00244-26,,
775,C3N-00244-26,,
776,C3N-00244-26,,
777,C3N-00242-26,,
778,C3N-00244-26,,
779,C3N-00244-26,,
780,C3L-01603-23,,
781,C3L-01603-23,,
782,C3N-00313-23,,
783,C3N-00244-26,,
784,C3N-00315-23,,
785,C3N-00315-23,,
786,C3L-01302-26,,
787,C3L-01302-26,,
788,C3N-00315-23,,
789,C3N-00310-22,,
790,C3N-00310-22,,
791,C3N-00154-21,,
792,C3N-00310-22,,
793,C3N-00310-22,,
794,C3N-00154-21,,
795,C3N-00310-22,,
796,C3N-00244-26,,
797,C3N-00313-23,,
798,C3N-00313-23,,
799,C3L-01302-26,,
800,C3N-00310-22,,
