,train,val,test
560,C3L-00581-22,,
561,C3L-00607-22,,
562,C3L-00581-22,,
563,C3L-00791-21,,
564,C3L-00791-21,,
565,C3L-00791-21,,
566,C3L-00791-21,,
567,C3L-00791-21,,
568,C3L-00791-21,,
569,C3L-00796-21,,
570,C3L-01287-23,,
571,C3L-00796-21,,
572,C3L-01287-23,,
573,C3L-01287-23,,
574,C3L-00796-21,,
575,C3L-00800-22,,
576,C3L-01283-21,,
577,C3L-01287-23,,
578,C3L-00026-21,,
579,C3L-01287-23,,
580,C3L-01287-23,,
581,C3L-01287-23,,
582,C3L-00796-21,,
583,C3L-00796-21,,
584,C3L-00011-26,,
585,C3L-00011-26,,
586,C3L-01287-23,,
587,C3L-00800-22,,
588,C3L-00796-21,,
589,C3L-01302-26,,
590,C3L-00796-21,,
591,C3L-00814-21,,
592,C3L-00814-21,,
593,C3L-00814-21,,
594,C3L-00814-21,,
595,C3L-01603-23,,
596,C3L-00814-21,,
597,C3L-01603-23,,
598,C3L-01861-26,,
599,C3L-01861-26,,
600,C3L-01286-21,,
601,C3L-01836-26,,
602,C3L-01836-26,,
603,C3L-00416-21,,
604,C3L-00583-22,,
605,C3L-00907-23,,
606,C3L-00907-23,,
607,C3L-00416-21,,
608,C3L-00910-26,,
609,C3L-00910-26,,
610,C3L-01288-23,,
611,C3L-00910-26,,
612,C3L-00910-26,,
613,C3L-00910-26,,
614,C3L-01288-23,,
615,C3L-00607-22,,
616,C3L-00607-22,,
617,C3L-00360-26,,
618,C3L-00581-22,,
619,C3L-01288-23,,
620,C3L-01283-21,,
621,C3N-00177-21,,
622,C3L-01286-21,,
623,C3L-01286-21,,
624,C3L-01286-21,,
625,C3L-00447-22,,
626,C3L-01286-21,,
627,C3L-01313-23,,
628,C3L-01313-23,,
629,C3L-01287-23,,
630,C3L-01287-23,,
631,C3L-01287-23,,
632,C3L-01287-23,,
633,C3L-01283-21,,
634,C3L-01283-21,,
635,C3L-01288-23,,
636,C3L-01287-23,,
637,C3N-00315-23,,
638,C3N-00315-23,,
639,C3L-01302-26,,
640,C3L-01302-26,,
641,C3L-01286-21,,
642,C3L-01313-23,,
643,C3L-01313-23,,
644,C3L-01313-23,,
645,C3L-01313-23,,
646,C3L-01313-23,,
647,C3L-01313-23,,
648,C3L-01283-21,,
649,C3L-00814-21,,
650,C3L-00814-21,,
651,C3L-00607-22,,
652,C3L-00360-26,,
653,C3L-00910-26,,
654,C3L-00607-22,,
655,C3N-00313-23,,
656,C3L-01603-23,,
657,C3L-01313-23,,
658,C3L-00814-21,,
659,C3N-00314-24,,
660,C3L-00814-21,,
661,C3L-01603-23,,
662,C3L-01313-23,,
663,C3L-01286-21,,
664,C3L-01607-21,,
665,C3L-01607-21,,
666,C3L-01607-21,,
667,C3L-01286-21,,
668,C3L-00447-22,,
669,C3L-01836-26,,
670,C3L-00416-21,,
671,C3L-01836-26,,
672,C3L-01836-26,,
673,C3L-01836-26,,
674,C3L-01861-26,,
675,C3L-01861-26,,
676,C3L-01861-26,,
677,C3L-00011-26,,
678,C3L-01861-26,,
679,C3N-00168-24,,
680,C3N-00177-21,,
681,C3L-01882-21,,
682,C3L-01882-21,,
683,C3N-00168-24,,
684,C3L-01286-21,,
685,C3L-01882-21,,
686,C3N-00242-26,,
687,C3N-00154-21,,
688,C3L-01885-23,,
689,C3L-01885-23,,
690,C3N-00246-26,,
691,C3N-00149-27,,
692,C3L-01885-23,,
693,C3N-00149-27,,
694,C3N-00246-26,,
695,C3N-00242-26,,
696,C3N-00150-22,,
697,C3N-00242-26,,
698,C3N-00150-22,,
699,C3N-00150-22,,
700,C3N-00242-26,,
701,C3N-00154-21,,
702,C3N-00154-21,,
703,C3N-00154-21,,
704,C3N-00168-24,,
705,C3N-00194-27,,
706,C3N-00168-24,,
707,C3N-00154-21,,
708,C3N-00177-21,,
709,C3N-00242-26,,
710,C3N-00194-27,,
711,C3N-00194-27,,
712,C3L-01885-23,,
713,C3N-00194-27,,
714,C3L-01885-23,,
715,C3N-00177-21,,
716,C3N-00194-27,,
717,C3N-00150-22,,
718,C3N-00194-27,,
719,C3N-00177-21,,
720,C3N-00194-27,,
721,C3N-00242-26,,
722,C3N-00194-27,,
723,C3N-00242-26,,
724,C3N-00168-24,,
725,C3N-00168-24,,
726,C3N-00194-27,,
727,C3N-00242-26,,
728,C3N-00242-26,,
729,C3N-00168-24,,
730,C3N-00244-26,,
731,C3N-00242-26,,
732,C3N-00150-22,,
733,C3N-00314-24,,
734,C3L-01286-21,,
735,C3N-00312-21,,
736,C3N-00246-26,,
737,C3N-00246-26,,
738,C3N-00246-26,,
739,C3N-00246-26,,
740,C3N-00312-21,,
741,C3N-00149-27,,
742,C3N-00305-21,,
743,C3N-00305-21,,
744,C3N-00305-21,,
745,C3L-00910-26,,
746,C3N-00314-24,,
747,C3N-00305-21,,
748,C3N-00312-21,,
749,C3N-00244-26,,
750,C3N-00313-23,,
751,C3N-00313-23,,
752,C3N-00312-21,,
753,C3N-00313-23,,
754,C3N-00150-22,,
755,C3N-00312-21,,
756,C3N-00312-21,,
757,C3N-00312-21,,
758,C3N-00312-21,,
759,C3N-00150-22,,
760,C3N-00244-26,,
761,C3N-00244-26,,
762,C3N-00244-26,,
763,C3N-00242-26,,
764,C3N-00244-26,,
765,C3N-00244-26,,
766,C3N-00314-24,,
767,C3L-01603-23,,
768,C3L-01603-23,,
769,C3N-00314-24,,
770,C3N-00314-24,,
771,C3N-00313-23,,
772,C3N-00244-26,,
773,C3N-00315-23,,
774,C3N-00315-23,,
775,C3L-01302-26,,
776,C3L-01302-26,,
777,C3N-00315-23,,
778,C3N-00154-21,,
779,C3N-00154-21,,
780,C3N-00380-25,,
781,C3N-00380-25,,
782,C3N-00244-26,,
783,C3N-00380-25,,
784,C3N-00313-23,,
785,C3N-00313-23,,
786,C3L-01302-26,,
