,train,val,test
571,C3L-00561-26,,
572,C3L-00561-26,,
573,C3L-00561-26,,
574,C3L-00581-22,,
575,C3L-00581-22,,
576,C3L-00581-22,,
577,C3L-00581-22,,
578,C3L-00902-26,,
579,C3L-00606-22,,
580,C3L-00606-22,,
581,C3L-00917-21,,
582,C3L-00606-22,,
583,C3L-00917-21,,
584,C3L-00917-21,,
585,C3L-00606-22,,
586,C3L-00917-21,,
587,C3L-00607-22,,
588,C3L-00607-22,,
589,C3L-00917-21,,
590,C3L-00607-22,,
591,C3L-00581-22,,
592,C3L-00607-22,,
593,C3L-00581-22,,
594,C3L-00791-21,,
595,C3L-00791-21,,
596,C3L-00791-21,,
597,C3L-00791-21,,
598,C3L-00791-21,,
599,C3L-00791-21,,
600,C3L-00796-21,,
601,C3L-01287-23,,
602,C3L-00796-21,,
603,C3L-01287-23,,
604,C3L-01287-23,,
605,C3L-00796-21,,
606,C3L-00800-22,,
607,C3L-01283-21,,
608,C3L-01287-23,,
609,C3L-00026-21,,
610,C3L-01287-23,,
611,C3L-01287-23,,
612,C3L-01287-23,,
613,C3L-00796-21,,
614,C3L-00796-21,,
615,C3L-00011-26,,
616,C3L-00010-26,,
617,C3L-00010-26,,
618,C3L-00011-26,,
619,C3L-01287-23,,
620,C3L-00800-22,,
621,C3L-00796-21,,
622,C3L-00796-21,,
623,C3L-00814-21,,
624,C3L-00814-21,,
625,C3L-00183-26,,
626,C3L-00814-21,,
627,C3L-00814-21,,
628,C3L-01603-23,,
629,C3L-00814-21,,
630,C3L-00088-22,,
631,C3L-01603-23,,
632,C3L-01286-21,,
633,C3L-01836-26,,
634,C3L-01836-26,,
635,C3L-00902-26,,
636,C3L-00902-26,,
637,C3L-00902-26,,
638,C3L-00907-23,,
639,C3L-00908-26,,
640,C3L-00561-26,,
641,C3L-00907-23,,
642,C3L-00908-26,,
643,C3L-00908-26,,
644,C3L-00908-26,,
645,C3L-00910-26,,
646,C3L-00910-26,,
647,C3L-01288-23,,
648,C3L-00910-26,,
649,C3L-00910-26,,
650,C3L-00910-26,,
651,C3L-01288-23,,
652,C3L-00917-21,,
653,C3L-00607-22,,
654,C3L-00607-22,,
655,C3L-00581-22,,
656,C3L-01281-23,,
657,C3L-01281-23,,
658,C3L-01281-23,,
659,C3L-01281-23,,
660,C3L-01288-23,,
661,C3L-01283-21,,
662,C3N-00177-21,,
663,C3L-01286-21,,
664,C3L-01286-21,,
665,C3L-01286-21,,
666,C3L-00447-22,,
667,C3L-01286-21,,
668,C3L-01287-23,,
669,C3L-01287-23,,
670,C3L-01287-23,,
671,C3L-01287-23,,
672,C3L-01283-21,,
673,C3L-01283-21,,
674,C3L-01288-23,,
675,C3N-00310-22,,
676,C3L-01287-23,,
677,C3N-00315-23,,
678,C3N-00315-23,,
679,C3N-00310-22,,
680,C3N-00310-22,,
681,C3L-01286-21,,
682,C3L-00088-22,,
683,C3L-01283-21,,
684,C3L-00814-21,,
685,C3L-00814-21,,
686,C3L-00448-26,,
687,C3L-00448-26,,
688,C3L-00607-22,,
689,C3L-00917-21,,
690,C3L-00910-26,,
691,C3L-00359-21,,
692,C3L-00448-26,,
693,C3L-00607-22,,
694,C3L-00359-21,,
695,C3L-00448-26,,
696,C3N-00313-23,,
697,C3L-01603-23,,
698,C3L-00814-21,,
699,C3N-00314-24,,
700,C3L-00814-21,,
701,C3L-01603-23,,
702,C3L-01286-21,,
703,C3L-01286-21,,
704,C3L-00447-22,,
705,C3L-01836-26,,
706,C3L-01836-26,,
707,C3L-01836-26,,
708,C3L-01836-26,,
709,C3L-00011-26,,
710,C3N-00168-24,,
711,C3N-00177-21,,
712,C3L-01882-21,,
713,C3L-01882-21,,
714,C3N-00168-24,,
715,C3L-01286-21,,
716,C3L-01882-21,,
717,C3L-00183-26,,
718,C3N-00154-21,,
719,C3L-00088-22,,
720,C3L-00183-26,,
721,C3L-01885-23,,
722,C3L-01885-23,,
723,C3L-00183-26,,
724,C3N-00246-26,,
725,C3N-00149-27,,
726,C3L-01885-23,,
727,C3N-00149-27,,
728,C3L-00183-26,,
729,C3N-00246-26,,
730,C3L-00183-26,,
731,C3N-00150-22,,
732,C3N-00150-22,,
733,C3N-00150-22,,
734,C3N-00154-21,,
735,C3N-00154-21,,
736,C3N-00154-21,,
737,C3N-00168-24,,
738,C3N-00168-24,,
739,C3N-00154-21,,
740,C3N-00177-21,,
741,C3L-01885-23,,
742,C3L-01885-23,,
743,C3N-00177-21,,
744,C3N-00150-22,,
745,C3N-00177-21,,
746,C3N-00168-24,,
747,C3N-00168-24,,
748,C3N-00168-24,,
749,C3N-00244-26,,
750,C3N-00150-22,,
751,C3N-00314-24,,
752,C3N-00310-22,,
753,C3L-01286-21,,
754,C3N-00312-21,,
755,C3N-00246-26,,
756,C3N-00246-26,,
757,C3N-00246-26,,
758,C3N-00246-26,,
759,C3N-00312-21,,
760,C3N-00149-27,,
761,C3L-00910-26,,
762,C3N-00314-24,,
763,C3N-00312-21,,
764,C3N-00244-26,,
765,C3N-00310-22,,
766,C3N-00313-23,,
767,C3N-00313-23,,
768,C3N-00310-22,,
769,C3N-00312-21,,
770,C3N-00313-23,,
771,C3N-00150-22,,
772,C3N-00312-21,,
773,C3N-00312-21,,
774,C3N-00312-21,,
775,C3N-00312-21,,
776,C3N-00150-22,,
777,C3N-00244-26,,
778,C3N-00244-26,,
779,C3N-00244-26,,
780,C3N-00244-26,,
781,C3N-00244-26,,
782,C3N-00314-24,,
783,C3L-01603-23,,
784,C3L-01603-23,,
785,C3N-00314-24,,
786,C3N-00314-24,,
787,C3N-00313-23,,
788,C3N-00244-26,,
789,C3N-00315-23,,
790,C3N-00315-23,,
791,C3N-00315-23,,
792,C3N-00310-22,,
793,C3N-00310-22,,
794,C3N-00154-21,,
795,C3N-00310-22,,
796,C3N-00310-22,,
797,C3N-00154-21,,
798,C3N-00310-22,,
799,C3N-00380-25,,
800,C3N-00380-25,,
801,C3N-00244-26,,
802,C3N-00380-25,,
803,C3N-00313-23,,
804,C3N-00313-23,,
805,C3N-00310-22,,
